doc_id,participant_type,participant_id,early_late,work_mode,cohort_year,organization_name,text_ner
stu_10_wk06,student,10,late,hybrid,2025,A Wider Circle,"I continued working on the summer documentation project by conducting interviews and supporting daily operations at the hub. My responsibilities included assisting with ongoing community services and contributing to project development. Conducting interviews strengthened my confidence and provided valuable insight into the role of the interviewer. This experience helped me develop stronger communication skills and improved my ability to guide conversations effectively. While I did not encounter major challenges during this period, I learned the importance of flexibility when operations were temporarily paused due to safety concerns during a holiday period. I plan to complete the remaining interviews so the team can move forward with the next phase of the project and meet the anticipated timeline."
stu_10_wk08,student,10,late,hybrid,2025,A Wider Circle,"I conducted interviews for the summer documentation project and began drafting the presentation materials that will showcase the findings. My work focused on organizing interview content and shaping it into a structured document. I strengthened my ability to develop interview questions and guide conversations effectively. Having previously been on the interviewee side, stepping into the role of interviewer provided new insight into communication and information gathering. A challenge during this time involved adjusting to temporary closures related to community safety concerns; however, services resumed promptly, and we remained committed to supporting community members. I plan to finalize the summer project and schedule concluding meetings with my supervisor and team members to review outcomes and next steps."
stu_10_wk10,student,10,late,hybrid,2025,A Wider Circle,"I finalized my major summer project documenting the history and development of the Ward 8 Hub. I also conducted community outreach in the surrounding neighborhood by distributing event flyers to residents. In addition, I helped package meals and hygiene kits and assisted with distributing them to community members. I gained insight into my preference for fast-paced work environments. The hub consistently required adaptability, whether supporting clients, preparing for events, organizing materials, or conducting research. This reinforced my interest in dynamic, community-centered work settings. I will await feedback on the completed project and potential publication on the organization’s website."
stu_11_wk02,student,11,early,hybrid,2025,Jubilee Housing,"I generated reports from two data management systems and began developing a cross-reference sheet to align records across both platforms. This involved cleaning datasets, reconciling mismatched entries, and identifying inconsistencies to streamline data synchronization. The objective was to improve efficiency when accessing and cross-referencing information across systems. I gained insight into the complexity of working with inconsistent real-world data. While aligning records, I encountered numerous formatting discrepancies and incomplete entries. To address this, I developed a Python script to automate portions of the merging process and reduce manual comparison time. Although automation improved efficiency, some records remained unmatched due to structural differences, prompting iterative adjustments to improve accuracy and matching logic. I plan to refine the script to better manage inconsistencies and reduce mismatches. I will also test the tool on additional datasets to ensure scalability and adaptability across different properties and reporting contexts."
stu_11_wk04,student,11,early,hybrid,2025,Jubilee Housing,"I generated reports from two internal data management systems and began developing a cross-reference sheet to align records across both platforms. This required cleaning datasets, reconciling mismatched entries, and identifying inconsistencies to streamline the synchronization process. The goal was to make cross-referenced information faster and more efficient to access. I gained insight into the complexity of working with inconsistent real-world data. When cross-referencing reports, I encountered mismatched and incomplete records caused by formatting differences and missing information. To address this, I developed a Python script to automate parts of the merging process and reduce manual comparison time. While automation improved efficiency, many records still did not align perfectly, requiring iterative adjustments to parameters and matching logic. This process strengthened my problem-solving skills and ability to think creatively when working with imperfect datasets. I plan to refine the Python script to better handle inconsistencies and reduce mismatches. I will also test the script on reports from additional properties to ensure flexibility, scalability, and reliability across broader datasets."
stu_11_wk06,student,11,late,hybrid,2025,Jubilee Housing,"I continued generating reports from two internal data systems and began developing the backend infrastructure of a web-based platform designed to cross-reference records between them. The objective was to improve how data is retrieved, stored, and managed, creating a more efficient and scalable internal system for aligning records across platforms. I gained insight into what it takes to build a web platform from the ground up for internal organizational use. A major challenge involved handling inconsistent and incomplete data while striving to improve dataset accuracy. To address this, I relied on a Python script to automate portions of the cleaning and reconciliation process, increasing reliability and reducing manual intervention. I plan to continue developing both the backend and frontend components of the cross-referencing platform. My goal is to complete core functionality and begin testing the system across datasets from multiple properties to ensure scalability and performance."
stu_11_wk08,student,11,late,hybrid,2025,Jubilee Housing,"I continued developing the backend of the cross-referencing platform and began building its frontend interface. I completed the first full iteration of the site and hosted it locally for internal testing. At the same time, I continued generating reports from two internal data systems and refining how information is retrieved, stored, and managed across both platforms. I gained a deeper understanding of full-stack web development, including backend configuration, frontend design, debugging workflows, and local hosting. Managing the end-to-end development process strengthened my ability to coordinate system architecture and functionality. A major challenge remained the presence of inconsistent and incomplete data. To address this, I enhanced a previously developed Python script to automate cleaning and reconciliation tasks, significantly improving dataset accuracy and reliability. I plan to further refine the platform’s functionality, debug outstanding issues, and introduce additional features to improve efficiency. I also aim to deploy the platform to a hosted server environment so it can be accessed internally by the organization. Finally, I will test the system across datasets from multiple properties to ensure scalability, stability, and real-world performance."
stu_11_wk10,student,11,late,hybrid,2025,Jubilee Housing,"I completed the cross-referencing platform and developed a setup script to allow new users to run the application locally by cloning the repository. This script automates installation and configuration steps, ensuring consistency across systems. The organization is now preparing the platform for deployment. I gained insight into managing an end-to-end technical project, from development through deployment preparation. I learned how to configure applications across varied environments and ensure compatibility across different system setups. A major challenge involved guaranteeing seamless functionality across machines. To address this, I created an automated setup script to streamline installation and minimize manual troubleshooting, improving reliability and accessibility for future users. I will transition from the internship while maintaining professional connections established during this experience. I will also begin a new academic program coordination role, focusing on understanding responsibilities and performing effectively in the new position."
stu_12_wk02,student,12,early,hybrid,2025,World Central Kitchen,"I created media lists using Meltwater in preparation for the upcoming hurricane season. I also reviewed social media analytics through Sprout Social to support data analysis efforts. Additionally, I transferred media assets from one cloud storage platform to a new public-facing platform, organizing and uploading photos into structured albums and collections for media access. I gained familiarity with digital media management and analytics tools, including photo hosting systems and media monitoring platforms. I learned how to upload and organize visual assets efficiently and how to interpret social media data dashboards. A challenge I encountered involved generating new content ideas without full access to historical communications due to platform limitations. While this did not significantly disrupt workflow, it highlighted the importance of archival access and strategic content planning. I plan to assist with copy editing video captions, contribute to blog development, continue transferring and organizing media assets, and deepen my understanding of social media analytics tools. I also aim to gain broader access to communication systems to support additional media-related tasks."
stu_12_wk04,student,12,early,hybrid,2025,World Central Kitchen,"I edited blog posts, researched chefs and restaurants to support an international outreach initiative, and developed a structured document aligned with organizational branding. I also created global media contact lists and continued transferring on-the-ground media assets from internal communication channels to centralized storage and public-facing platforms. This included organizing and navigating digital asset management systems for team use. I improved my ability to apply organizational branding standards to written materials and became more efficient in managing visual media platforms. I also gained insight into how the communications team monitors social media comments for potential threats and harmful content, highlighting the importance of digital risk awareness and moderation practices. I plan to continue organizing and transferring media assets, assist with social media monitoring, and clarify next steps for the international outreach research project."
stu_12_wk06,student,12,late,hybrid,2025,World Central Kitchen,"I continued uploading and organizing activation photos on a public media platform, including content from recent disaster responses. I also contributed to website management, created a graphic for a professional networking post, and began assisting with a case study series documenting major organizational activations. My responsibilities included reviewing articles, analyzing internal documents, and synthesizing information for inclusion in case materials. In addition, I edited subtitle files for video content and curated a collection of high-impact photos for media distribution. I improved efficiency in captioning and organizing visual media assets, as well as editing subtitle files with greater speed and accuracy. Managing ongoing operations alongside archival updates required prioritization and adaptability, particularly when new activations shifted focus toward current events. I plan to continue updating and editing archived media albums while balancing new operational content. I also aim to complete the case study documentation project."
stu_12_wk08,student,12,late,hybrid,2025,World Central Kitchen,"I continued uploading and organizing activation photos on a public media platform, including updating titles and captions for archival albums. I also advanced the case study project by developing resource documents for multiple historical activations, synthesizing information from internal materials and external reporting. In addition, I participated in early-stage planning and community outreach for a local activation project, attending meetings and gathering information from partner organizations. I gained insight into the complexity of launching a project during its initial stages, particularly in coordinating planning, research, and team collaboration. Working with a resourceful and efficient team helped reduce stress and improve workflow. I also strengthened my professional confidence by initiating a conversation with a senior legal professional within the organization to learn more about his role and career pathway. This experience enhanced my networking skills and clarified future interests. I aim to support the local activation project by documenting on-the-ground activities and coordinating with communications leadership to ensure accurate and effective coverage. I will also complete remaining case study research and continue updating archival media assets."
stu_12_wk10,student,12,late,hybrid,2025,World Central Kitchen,"I contributed to a local activation project that provided approximately 800 meals to families. My responsibilities included designing a graphic for outreach to partner organizations, coordinating internal communications through messaging platforms, and ensuring logistical organization for the activation day. I also finalized updates to archival media assets by editing captions, descriptions, and titles. In addition, I completed remaining research for the case study series, synthesizing information from multiple major activations. I strengthened my ability to manage time-sensitive communications under pressure. A challenge involved coordinating outreach materials within tight deadlines while awaiting internal review. To address this, I practiced patience, followed up appropriately, and adjusted my stress response to remain focused despite urgency. This experience improved my resilience and ability to navigate time constraints in collaborative settings. I plan to update my professional portfolio and online presence while preparing for the upcoming academic term. I will also reflect on long-term career goals and post-graduation plans."
stu_13_wk02,student,13,early,hybrid,2025,Save the Children,"I compiled and analyzed multilateral development project data across multiple countries. My focus was on identifying and synthesizing current and planned engagements in sectors such as education, health, livelihoods, and climate adaptation. The objective was to generate concise summaries that could inform strategic partnership decisions. I strengthened my ability to translate complex international development documentation into clear, actionable summaries for senior staff. A key challenge involved navigating inconsistencies across project documents, particularly when procurement information was incomplete or mislabeled. To ensure accuracy, I verified each entry individually despite the time-intensive nature of the process. This reinforced the importance of diligence and data validation in strategic analysis. I plan to finalize engagement summaries for priority countries, incorporate supervisory feedback, and support preparations for country-level communications that require synthesized project insights."
stu_13_wk04,student,13,early,hybrid,2025,Save the Children,"I conducted a desk review of international financial institutions and United Nations trust funds relevant to the organization’s strategic priorities. This work involved reviewing funding mechanisms, donor structures, and alignment opportunities. I also participated in meetings with multiple country offices, particularly focused on World Bank–related funding, and compiled detailed notes to help map country relationships and identify strategic partnership opportunities. I gained a clearer understanding of the importance of donor priorities and funding architectures in complex multilateral environments. A key challenge involved navigating the extensive use of acronyms across documents and meetings. I addressed this by using internal reference tools to decode unfamiliar terminology, which quickly reduced confusion and improved efficiency. I aim to build stronger working relationships with colleagues beyond my immediate supervisor by engaging more actively in meetings and informal conversations. Strengthening these internal connections will support collaboration and knowledge sharing across teams."
stu_13_wk06,student,13,late,hybrid,2025,Save the Children,"I continued conducting trust fund mapping, reviewing numerous funding mechanisms and evaluating their relevance to organizational priorities. I participated in internal meetings focused on strategic funding decisions and reviewed documentation related to World Bank engagements in selected countries. I also drafted concise summaries of active World Bank projects, organizing them by country to support strategic planning. I developed a deeper understanding of how organizations assess trust funds not only based on alignment with sector priorities but also on accessibility and funding flow structures. Many funds aligned programmatically with organizational goals; however, in some cases, funding was routed primarily through governments rather than directly to nongovernmental organizations, limiting practical accessibility. I plan to continue reviewing World Bank projects in additional priority countries and refine the trust fund analysis by incorporating team feedback. I also aim to participate in more internal meetings to better understand strategic decision-making processes and partnership considerations."
stu_13_wk08,student,13,late,hybrid,2025,Save the Children,"I continued trust fund mapping by analyzing disbursement data, funding access pathways, and prior engagement patterns with nongovernmental organizations. I also supported internal meetings by documenting discussions on technical donor relationships and identifying strategic opportunities for future engagement, particularly in sectors such as education. I gained insight into the speed and coordination required in grant mobilization processes. In one instance, application materials were drafted within 24 hours of an exploratory call, demonstrating urgency, collaboration, and strategic alignment across teams. A challenge involved keeping pace with technical discussions and rapidly evolving priorities. To address this, I developed structured templates for note-taking and asked clarifying questions to maintain accuracy and contribute effectively. I plan to finalize research outputs and ensure documentation related to trust funds and institutional donor engagement is organized, accessible, and transferable to the team. I also intend to reflect on key lessons learned and strengthen professional relationships through individual conversations before concluding the fellowship."
stu_14_wk02,student,14,early,hybrid,2025,CARE,"I reviewed grant proposals and project narratives related to the development of minimum standards for digital gender-based violence tools. I also cleaned and analyzed a dataset consisting of focus group discussions and key informant consultations conducted with women and girls in humanitarian settings. In addition, I updated a humanitarian surge fund tracker based on country-level reporting from the previous year. I developed a deeper understanding of the access barriers faced by women and girls in crisis contexts, particularly regarding digital literacy and access limitations. A major challenge involved cleaning and coding a large dataset with over 500 entries into structured categories. To improve efficiency, I researched and applied advanced spreadsheet functions and coding techniques, which streamlined the categorization process and strengthened my data management skills. I plan to draft an analytical report summarizing key findings from the dataset and prepare a presentation to share insights with leadership within the gender-based violence team."
stu_14_wk04,student,14,early,hybrid,2025,CARE,"I finalized cleaning a dataset from consultations conducted with women and girls in humanitarian settings and began analyzing the data to draft a summary report outlining key themes and recommendations. I also reviewed country reports related to emergency fund allocations and extracted key figures, highlights, and impact stories to present in a donor-facing format. I strengthened my ability to synthesize large volumes of detailed information and identify the most critical insights to communicate concisely. A challenge involved determining the most effective format for presenting donor information, given significant creative flexibility. To address this, I reviewed previous donor reports and organizational materials to guide the design and structure of the final product. I plan to complete both the consultation summary report and the donor highlights document, and begin drafting a presentation to share key findings."
stu_14_wk06,student,14,late,hybrid,2025,CARE,"I completed analysis of the consultation dataset and finalized a summary report outlining key themes and recommendations. I also drafted a plan for analyzing key informant interviews related to a digital monitoring project, presented findings to leadership within the women and girls in emergencies team, and wrote a donor brief on a potential climate sustainability initiative in refugee camps. In addition, I summarized a country report to extract relevant highlights for internal use. I strengthened my ability to consolidate findings and present clear recommendations to team members and leadership. A key challenge involved analyzing open-ended interview responses and categorizing them consistently across themes. To address this, I sought supervisory feedback and refined the coding framework to ensure methodological consistency and clarity. I plan to present consultation findings to the broader humanitarian team and continue analyzing key informant interviews to deepen thematic insights."
stu_14_wk08,student,14,late,hybrid,2025,CARE,"I began analyzing global key informant interviews related to the development of digital minimum standards and presented preliminary findings during a humanitarian team call. I also completed donor briefs and related translations to support resource mobilization efforts. I strengthened my presentation skills by communicating complex qualitative findings to a large internal audience. A key challenge involved consolidating a substantial volume of data into a concise ten-minute presentation without oversimplifying critical issues. To address this, I sought supervisory feedback on presentation structure and practiced delivery to ensure clarity, accuracy, and time management. I plan to finalize qualitative thematic coding of key informant interviews and discuss future project directions with my supervisor to ensure continuity and alignment with team priorities."
stu_14_wk10,student,14,late,hybrid,2025,CARE,"I continued analyzing global key informant interviews related to the development of digital minimum standards and completed donor briefs and translations to support ongoing resource mobilization efforts. I strengthened my ability to synthesize large volumes of qualitative data into coherent themes and structured codes for inclusion in a formal codebook. A key challenge involved clearly defining each theme while ensuring distinct examples did not overlap across categories. To address this, I collaborated closely with my supervisor to refine thematic definitions and incorporate feedback into the final coding framework. I will continue contributing part-time to the project while further developing related research for my graduate thesis in partnership with the organization."
stu_15_wk02,student,15,early,remote,2025,Engineers Without Borders,"I reviewed organizational orientation materials to better understand internal operations, staff tools, and program structures. I conducted a comprehensive audit of social media platforms, including Instagram, LinkedIn, and YouTube, and documented feedback on content strategy and engagement. I also began brainstorming ideas for a new organizational video and created a visual and written social media post aligned with a themed campaign. I strengthened my cross-team communication skills. Because my work intersects marketing, programs, and fundraising, I learned to coordinate across departments with differing priorities and workflows. Clear written communication and proactive outreach became essential. A key challenge involved collaborating with a primarily remote team operating across time zones. To address this, I relied on structured written updates and collaborative digital tools to maintain alignment despite limited real-time interaction. I plan to continue developing the new organizational video, conduct on-site filming for a project visit, and design an infographic to communicate impact metrics for an international program."
stu_15_wk04,student,15,early,remote,2025,Engineers Without Borders,"I produced two short-form video reels for social media campaigns, including content for International Women in Engineering Day and documentation from an international project trip. I also updated the storyboard and script for the organization’s new video. In collaboration with an external creative agency, I contributed to script development and supported the design direction for the upcoming annual report. This experience strengthened my communication and collaborative production skills. Working with a third-party design team required clear, actionable instructions and structured feedback, especially for visual storytelling projects. I independently developed my design skills using Canva to better communicate layout concepts and visual ideas. A key insight was learning how to present ideas in a way that is specific, realistic, and aligned with production constraints. Through regular video meetings and written exchanges, I improved my ability to articulate creative direction effectively. I will continue supporting video production and begin planning for an on-site filming project. This includes coordinating with colleagues to better understand the community context and preparing pre-production materials in advance of the shoot."
stu_15_wk06,student,15,late,remote,2025,Engineers Without Borders,"I edited multiple short-form video reels, including “Real Voices from the Field” and “Local Leaders Guide the Work,” as well as continued editing the organization’s new video. My responsibilities included assembling footage, refining narrative flow, and coordinating with internal teams to ensure accuracy and alignment with program messaging. This experience strengthened my collaborative editing and information verification skills. I gained a clearer understanding of the fact-checking process and learned how to identify the appropriate team members for content validation. A key challenge involved collecting video footage from colleagues working remotely across different schedules. To address this, I sought guidance from my supervisor and drafted a clear, professional outreach message to encourage timely submissions. This improved cross-team coordination and streamlined the editing process. I will travel to conduct on-site filming, including capturing B-roll footage and interviewing organizational members. I will also continue coordinating a separate filming project in collaboration with a domestic program team."
stu_15_wk08,student,15,late,remote,2025,Engineers Without Borders,"I edited two social media videos centered on the theme “How Local Leaders Guide the Work.” I also designed two brochures for inclusion in a press kit, selected and watermarked high-quality images, and coordinated both logistical and creative direction for the organization’s new video production. These tasks focused on strengthening external-facing communications and improving media readiness materials. A key insight I gained was understanding how to build internal communications infrastructure to support external engagement. This included finalizing strategy documents, auditing and refreshing public relations assets such as boilerplates and fact sheets, centralizing media files, and aligning messaging with the organization’s established brand voice. A major challenge involved coordinating across remote teams under tight timelines, particularly when collecting necessary video footage. To address this, I refined my email communication strategy to clearly convey urgency while emphasizing collaboration and shared goals. This approach improved response time and streamlined production workflows. I will edit a donor-focused video titled “One Gift, Many Generations,” designed to demonstrate the long-term impact of philanthropic contributions. I will also collaborate with an external production vendor to finalize the first draft of the new organizational video."
stu_15_wk10,student,15,late,remote,2025,Engineers Without Borders,"I edited a donor-focused campaign video titled “One Gift, Many Generations,” designed to demonstrate long-term impact to philanthropic audiences. I also designed animated elements for the new organizational video, edited a social media piece titled “Advice for My First-Year Self,” and presented a summary of my internship work to internal teams. These projects integrated storytelling, fundraising strategy, and internal communications. A key insight I gained was the importance of audience segmentation in marketing and fundraising. During campaign brainstorming sessions, we identified target donor groups and considered the types of impact narratives most likely to resonate with them. This helped me stay intentional in content creation by focusing on audience needs and motivations. A challenge I encountered was working with technical engineering concepts outside my academic background. To address this, I researched unfamiliar terms and asked clarifying questions. I ultimately reframed this gap as an advantage: if I found terminology confusing, external audiences might as well. As a result, I prioritized clarity and accessible language in all communications. I will explore nonprofit and mission-driven career opportunities while preparing for the upcoming academic semester."
stu_16_wk02,student,16,early,hybrid,2025,Jubilee Housing,"I focused on setting up project and stakeholder data within a newly implemented CRM system. I attended departmental meetings to better understand construction workflows, development timelines, and internal project strategy. I also supported stakeholder communications by reaching out to partners and helping manage ongoing collaborations. Additionally, I familiarized myself with industry-specific terminology related to real estate development and construction planning. A key insight I gained was the importance of mastering technical language in order to effectively participate in strategic discussions. Because the real estate development sector was initially unfamiliar to me, one challenge involved keeping pace with specialized terminology and internal decision-making processes. To address this, I actively asked clarifying questions, documented unfamiliar terms, and conducted independent research to better understand the operational and strategic logic of development projects. I plan to begin leading my first independent project while collaborating across multiple departments. I also aim to strengthen my understanding of internal and external affairs functions and increase my confidence by contributing more actively in meetings."
stu_16_wk04,student,16,early,hybrid,2025,Jubilee Housing,"I collaborated with architects, consultants, civil engineers, and permit specialists to support upcoming development projects. I attended cross-departmental meetings and assisted with regulatory coordination, including completing due diligence questionnaires and compiling documentation by gathering information from multiple internal teams. I also produced spreadsheets tracking upcoming payments, building code requirements, and construction details. Participation in organizational orientation sessions provided a broader understanding of how each department contributes to mission-driven housing development and community impact. A key insight I gained was the importance of proactive communication in multi-stakeholder development environments. I learned to seek clarification early, align expectations with supervisors, and maintain visibility across departments to meet deadlines effectively. I also developed a deeper understanding of how internal and external affairs teams integrate storytelling to center residents within housing initiatives. A challenge involved adjusting to the fast-paced coordination required across technical and administrative teams. I addressed this by systematically tracking responsibilities, documenting follow-ups, and leveraging team check-ins for alignment. I aim to deepen my understanding of resident relocation planning associated with building renovations. I also plan to schedule one-on-one conversations across departments to broaden my perspective on organizational roles and cross-functional collaboration."
stu_16_wk06,student,16,late,hybrid,2025,Jubilee Housing,"I attended departmental meetings related to internal organizational restructuring, including the transition of documents to a centralized shared drive. I reviewed outstanding due diligence requirements and coordinated with multiple departments to collect necessary documentation. In addition to project-based and administrative responsibilities, I supported community engagement efforts by assisting with a youth summer program. A key skill I strengthened was summarizing multi-departmental meeting discussions into clear and actionable notes. This required attentive listening and the ability to interpret technical terminology across development and legal contexts. I also gained greater clarity on how development projects are structured under different legal entities within the organization. A challenge I encountered involved a miscommunication with my supervisor, which I addressed through open dialogue and clarification of expectations. This experience reinforced the importance of transparency and alignment in collaborative work environments. I aim to take ownership of a solo project that contributes meaningfully to ongoing development initiatives. I also plan to deepen my understanding of stakeholder engagement by supporting outreach efforts and observing how internal and external actors are integrated into the project lifecycle."
stu_16_wk08,student,16,late,hybrid,2025,Jubilee Housing,"I attended meetings with architects and general contractors to support the closeout of two active construction projects. I compiled and organized Requests for Information (RFIs) and Change Orders into a comprehensive tracking system across multiple properties to strengthen project documentation and transparency. I also managed construction schedules to maintain alignment with timelines and milestones, coordinated cross-departmentally to collect due diligence materials for compliance review, and participated in relocation planning meetings to support resident transitions. Additionally, I shadowed the Institutional Advancement team and contributed to the development of social media content. A key skill I developed was cross-functional communication. I learned to tailor messaging depending on whether I was engaging with architects, contractors, engineers, or internal teams, each with distinct priorities and technical language. A challenge involved maintaining timely follow-up with multiple stakeholders while navigating shifting construction timelines. I addressed this by creating a structured follow-up system using calendar reminders and tracking sheets to ensure proactive communication and accountability. I plan to participate in a punch list walk-through as projects near completion to gain insight into final quality control processes. I will also reflect on my contributions and learning outcomes from the internship and express appreciation to mentors and collaborators."
stu_16_wk10,student,16,late,hybrid,2025,Jubilee Housing,"I continued supporting the closeout of two active construction projects by attending coordination meetings with architects and general contractors. I participated in a punch list walk-through as projects neared completion, gaining exposure to final quality control processes and documentation review. I also coordinated with internal departments and partner organizations to collect due diligence materials required for compliance and participated in relocation planning discussions to support resident transitions and clear communication around expectations. A challenge I encountered involved determining what issues were critical to flag during the punch list walk-through and interpreting technical construction language that was initially unfamiliar. I addressed this by asking targeted questions, seeking clarification from experienced team members, and maintaining confidence while building subject-matter familiarity. This strengthened my ability to navigate technical documentation and contribute meaningfully in construction review settings. I plan to reflect intentionally on my internship experience, evaluating my contributions, professional growth, and impact on both the organization and the broader community."
stu_17_wk02,student,17,early,remote,2025,Project Hope,"I supported a climate change campaign by identifying and verifying sources for graphics used in a large presentation deck. This involved reviewing over 300 slides to ensure data accuracy, proper citation, and readiness for public dissemination. I also participated in onboarding meetings across different units within the organization to better understand program areas, technical teams, and global operations. A key insight I gained was a broader understanding of the organization’s global health portfolio and the diversity of roles within technical and operational units. One challenge I faced was uncertainty around my long-term project scope, as my initial assignment felt temporary. However, I later recognized the strategic importance of preparing materials for external use and public campaigns. This experience encouraged me to reassess how seemingly administrative tasks contribute to larger organizational goals. I plan to complete the climate presentation materials and seek greater involvement in the maternal, newborn, and child health (RMNCH) portfolio to align more closely with my academic interests."
stu_17_wk04,student,17,early,remote,2025,Project Hope,"I completed my work on the Climate Change for Healthcare Workers presentation materials and transitioned to more specialized assignments. I supported grant-related tasks connected to a proposal effort and began contributing to the development of best practice guidelines for Mobile Health Units (MHUs). Because the MHU project falls slightly outside my academic specialization, I conducted preliminary research to build foundational knowledge and ensure the quality and relevance of my contributions. A key insight I gained was the importance of building credibility and trust within an organization, particularly in an intern role. Initial assignments may appear administrative, but they can serve as opportunities to demonstrate reliability and capacity before being entrusted with more substantive projects. A challenge I encountered involved gaps between completing assignments and receiving new tasks, particularly in a remote work setting. To address this, I proactively sought additional responsibilities and communicated availability to ensure consistent engagement. I aim to complete the Mobile Health Unit guidelines document and expand my involvement in related programmatic work."
stu_17_wk06,student,17,late,remote,2025,Project Hope,"I focused primarily on drafting a comprehensive grant proposal related to a Gavi vaccination campaign supported by a major global foundation. My responsibilities included synthesizing research, structuring evidence-based arguments, and organizing content into formal grant-writing format. What began as a secondary assignment evolved into a central project due to internal staffing changes, requiring increased time commitment and responsibility. A significant challenge involved adjusting to shifting expectations as staffing reductions redirected workload toward the grant. This transition required flexibility, prioritization, and coordination with another intern to meet proposal deadlines. Through this process, I gained substantial experience in grant writing, particularly within the context of immunization campaigns and global vaccine delivery initiatives. I plan to complete my portion of the proposal and collaborate on developing a presentation summarizing our grant strategy and research findings for internal stakeholders."
stu_17_wk08,student,17,late,remote,2025,Project Hope,"I continued working on Gavi and UNICEF grant proposals, focusing on aligning global vaccination guidelines, organizational capacity statements, and donor requirements outlined in Requests for Proposals (RFPs). My responsibilities included synthesizing global health frameworks, mapping Project HOPE’s technical capabilities to funder priorities, and supporting revisions based on supervisor feedback. I also contributed to donor mapping efforts and began preparing a final internship presentation summarizing our grant work. A key insight I gained was the cyclical nature of nonprofit grant timelines. While project pacing may appear gradual, deadlines often require rapid mobilization and reprioritization of tasks. This experience highlighted the importance of flexibility and deadline-driven coordination within funding cycles. A challenge involved navigating compressed timelines when proposal deadlines approached. I addressed this by staying organized, communicating clearly with collaborators, and prioritizing high-impact deliverables. I will finalize presentation materials, continue supporting donor mapping efforts, and complete final revisions to the grant applications."
stu_17_wk10,student,17,late,remote,2025,Project Hope,"I drafted an additional section of the Gavi grant application and led the development of a final presentation outlining the organization’s institutional capacity in immunization programming. The goal of this presentation was to create a reusable resource that can support future vaccination-related grant applications. My responsibilities included synthesizing organizational achievements, aligning them with donor expectations, and facilitating coordination across multiple departments to gather relevant data. A key skill I developed was leading meetings with cross-departmental staff, including senior team members outside my immediate unit. This required professional confidence, clear communication, and structured facilitation. A challenge I encountered involved managing unexpected time away from work due to illness, which temporarily affected productivity. I addressed this by reprioritizing tasks upon return and communicating transparently with collaborators to maintain momentum on deliverables."
stu_18_wk02,student,18,early,remote,2025,Engineers Without Borders,"I supported volunteer engagement efforts by drafting and distributing mass communications to highlight individual volunteer contributions. I also organized volunteer survey responses into categorical code trees to identify recurring themes and improve internal understanding of volunteer experiences. A key skill I developed was time management in a fully remote work environment. Establishing a structured workflow required intentional scheduling and the use of digital productivity tools to maintain accountability and consistency. By implementing calendar management systems and task-tracking platforms, I improved my ability to manage deadlines and balance responsibilities independently. I aim to build proficiency in Salesforce, as it is a core platform used for volunteer and stakeholder relationship management."
stu_18_wk04,student,18,early,remote,2025,Engineers Without Borders,"I continued analyzing Volunteer Experience Survey responses by categorizing qualitative feedback into structured code categories for use in a future formal report. I also began restructuring a large organizational contacts database, redesigning a complex spreadsheet to improve clarity, usability, and long-term data management. This required organizing and cleaning records using SQL and Excel to enhance internal systems. A key skill I developed was strengthening my technical proficiency in database management tools, particularly SQL queries and advanced Excel functions. A challenge I encountered was navigating and restructuring a large dataset for the first time. Managing a high-volume contact database required careful attention to organization, formatting consistency, and data integrity. I addressed this by collaborating closely with colleagues, seeking guidance when needed, and iterating on the spreadsheet design to improve functionality. I aim to deepen my understanding of Salesforce and the organization’s volunteer management platform to better connect backend data systems with volunteer engagement strategies."
